,property,units,n_points,value,PID,formula,polymername
1,Glass transition temp.,C,1,172.0,P390430,C34H24O4,"poly(oxycarbonylbiphenyl-2,2'-diylcarbonyloxy-1,4-phenylene-1-phenylethane-1,1'-diyl-1,4-phenylene)"
1,Melting temp.,C,1,277.5,P390436,C16H12O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(oxalyl chloride)}"
1,Melting temp.,C,1,266.0,P390437,C18H16O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(succinyl dichloride)}"
1,Melting temp.,C,1,237.5,P390438,C20H20O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(adipoyl dichloride)}"
1,Melting temp.,C,1,217.0,P390439,C22H24O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(octanedioyl dichloride)}"
1,Melting temp.,C,1,195.0,P390440,C24H28O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(sebacoyl dichloride)}"
1,Melting temp.,C,1,142.5,P390441,C22H16O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(phthaloyl dichloride)}"
1,Melting temp.,C,1,231.5,P390442,C22H16O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(isophthaloyl dichloride)}"
1,Melting temp.,C,1,317.5,P390443,C22H16O2S2,"poly{[4,4'-bis(sulfanylmethyl)biphenyl]-alt-(terephthaloyl dichloride)}"
1,Glass transition temp.,C,1,167.0,P390445,C24H24N2O3,poly{4-methoxy-4'-methoxycarbonyl-alpha-[4-(2-hydroxyethyl)piperidine-1-yl]-beta-cyanostilbene}
1,Glass transition temp.,C,1,176.0,P390446,C23H22N2O3,poly{4-methoxy-4'-methoxycarbonyl-alpha-[4-(2-hydroxyethyl)piperidine-1-yl]-beta-cyanostilbene}
1,Glass transition temp.,C,1,183.0,P390447,C22H20N2O3,poly{methyl 4-[(E)-1-cyano-2-(4-hydroxypiperidin-1-yl)-2-(4-methoxyphenyl)vinyl]benzoate}
1,Melting temp.,C,1,158.0,P392001,C38H56O6,"poly({1,4-bis[(trimethylsilyl)oxy]benzene}-alt-[2,5-bis(dodecyloxy)terephthaloyl chloride])"
1,Melting temp.,C,1,72.0,P392002,C16H28O4,"poly[(propane-1,3-diol)-alt-(tridecanedioic acid)]"
1,Glass transition temp.,C,1,-15.0,P392013,C18H30O4,"poly{(decane-1,10-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
2,Melting temp.,C,2,53.0,P392013,C18H30O4,"poly{(decane-1,10-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
1,Glass transition temp.,C,1,-18.0,P392014,C24H42O4,"poly{(hexadecane-1,16-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
2,Melting temp.,C,5,77.5,P392014,C24H42O4,"poly{(hexadecane-1,16-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
1,Glass transition temp.,C,1,-22.0,P392015,C22H38O4,poly(hexadecamethylene trans-3-hexenedioate)
2,Melting temp.,C,2,87.0,P392015,C22H38O4,poly(hexadecamethylene trans-3-hexenedioate)
1,Melting temp.,C,1,311.0,P392019,C14H8O2S2,"poly[(biphenyl-4,4'-dithiol)-alt-(oxalyl chloride)]"
1,Melting temp.,C,1,301.5,P392020,C16H12O2S2,"poly[(biphenyl-4,4'-dithiol)-alt-(succinyl dichloride)]"
1,Melting temp.,C,1,293.0,P392021,C18H16O2S2,"poly[(biphenyl-4,4'-dithiol)-alt-(adipoyl dichloride)]"
1,Melting temp.,C,1,281.0,P392022,C20H20O2S2,"poly[(biphenyl-4,4'-dithiol)-alt-(octanedioyl dichloride)]"
1,Melting temp.,C,1,225.5,P392023,C22H24O2S2,"poly[(biphenyl-4,4'-dithiol)-alt-(decanedioyl dichloride)]"
1,Melting temp.,C,1,296.0,P392024,C20H12O2S2,"poly[(biphenyl-4,4'-dithiol)-alt-(phthaloyl dichloride)]"
1,Melting temp.,C,1,61.0,P392025,C12H18O4,poly(hexamethylene trans-3-hexenedioate)
1,Melting temp.,C,1,66.0,P392026,C14H22O4,poly(octamethylene trans-3-hexenedioate)
1,Melting temp.,C,1,70.0,P392027,C16H26O4,poly(decamethylene trans-3-hexenedioate)
1,Melting temp.,C,1,77.0,P392028,C18H30O4,poly(dodecamethylene trans-3-hexenedioate)
1,Melting temp.,C,1,80.0,P392029,C20H34O4,poly(tetradecamethylene trans-3-hexenedioate)
1,Melting temp.,C,1,20.0,P392030,C14H22O4,"poly{(hexane-1,6-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
1,Melting temp.,C,1,57.0,P392031,C20H34O4,"poly{(decane-1,10-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
1,Melting temp.,C,1,63.0,P392032,C22H38O4,"poly{(tetradecane-1,14-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
1,Glass transition temp.,C,2,21.5,P392033,C36H49N3O5,"poly{[2-(6-{4-[(4-cyanopheny)diazenyl]phenoxy}hexyl)propane-1,3-diol]-alt-(diphenyl tetradecanedioate)}"
2,Melting temp.,C,2,58.0,P392033,C36H49N3O5,"poly{[2-(6-{4-[(4-cyanopheny)diazenyl]phenoxy}hexyl)propane-1,3-diol]-alt-(diphenyl tetradecanedioate)}"
1,Glass transition temp.,C,1,215.0,P392038,C31H24N2O6,"poly({4,4'-[2-(dimethylamino)-7-nitro-9H-fluorene-9,9-diyl]diphenol}-alt-[bis(4-nitrophenyl) succinate])"
1,Glass transition temp.,C,1,181.0,P392039,C32H26N2O6,"poly({4,4'-[2-(dimethylamino)-7-nitro-9H-fluorene-9,9-diyl]diphenol}-alt-[bis(4-nitrophenyl) pentanedioate])"
1,Glass transition temp.,C,1,150.0,P392040,C33H28N2O6,"poly({4,4'-[2-(dimethylamino)-7-nitro-9H-fluorene-9,9-diyl]diphenol}-alt-[bis(4-nitrophenyl) adipate])"
1,Glass transition temp.,C,1,230.0,P392041,C30H21NO7,"poly({4,4'-[2-(dimethylamino)-7-methoxy-9H-fluorene-9,9-diyl]diphenol}-alt-[bis(4-nitrophenyl) succinate])"
1,Glass transition temp.,C,1,197.0,P392042,C31H23NO7,"poly({4,4'-[2-(dimethylamino)-7-methoxy-9H-fluorene-9,9-diyl]diphenol}-alt-[bis(4-nitrophenyl) pentanedioate])"
1,Glass transition temp.,C,1,180.0,P392043,C32H28O4,"poly{[1,4-bis(acetyloxy)-2,5-bis(1-methyl-1-phenylethyl)benzene]-alt-(isophthalic acid)}"
1,Glass transition temp.,C,1,170.0,P392044,C32H28O4,"poly{[2,5-bis(1-methyl-1-phenylethyl)-1,4-phenylene diacetate]-alt-(terephthalic acid)}"
2,Melting temp.,C,1,414.0,P392044,C32H28O4,"poly{[2,5-bis(1-methyl-1-phenylethyl)-1,4-phenylene diacetate]-alt-(terephthalic acid)}"
1,Glass transition temp.,C,1,290.0,P392045,C29H26O4,"poly[(6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiindane)-alt-(terephthalic acid)]"
1,Glass transition temp.,C,1,245.0,P392046,C29H26O4,"poly[(6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiindane)-alt-(isophthalic acid)]"
1,Melting temp.,C,2,257.5,P392047,C12H10O4,"poly[(ethylene glycol)-alt-(1,2-dihydrocyclobutabenzene-3,6-dicarboxylic acid)]"
1,Melting temp.,C,3,142.5,P392048,C44H60O6,"poly({4,4'-bis[(trimethylsilyl)oxy]biphenyl}-alt-[2,5-bis(dodecyloxy)terephthaloyl chloride]})"
1,Glass transition temp.,C,1,57.0,P392056,C30H24O7,"poly{[2,6-bis(4-hydroxy-3-methoxybenzylidene)cyclohexanone]-alt-(isophthalic acid)}"
1,Glass transition temp.,C,1,48.0,P392059,C32H36O7,"poly{[2,6-bis(4-hydroxy-3-methoxybenzylidene)cyclohexanone]-alt-(decanedioic acid)}"
1,Glass transition temp.,C,5,56.5,P392068,C26H29NO7,poly[(desaminotyrosyl-L-tyrosine ethyl ester)-alt-(adipic acid)]
3,Tensile modulus,GPa,2,1.6,P392068,C26H29NO7,poly[(desaminotyrosyl-L-tyrosine ethyl ester)-alt-(adipic acid)]
1,Glass transition temp.,C,6,33.5,P392069,C30H37NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(adipic acid)]
3,Tensile modulus,GPa,1,0.43,P392069,C30H37NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(adipic acid)]
1,Glass transition temp.,C,5,24.5,P392070,C32H41NO7,poly[(desaminotyrosyl-L-tyrosine octyl ester)-alt-(adipic acid)]
3,Tensile modulus,GPa,2,0.2475,P392070,C32H41NO7,poly[(desaminotyrosyl-L-tyrosine octyl ester)-alt-(adipic acid)]
1,Glass transition temp.,C,5,48.5,P392071,C28H33NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(succinic acid)]
3,Tensile modulus,GPa,2,1.45,P392071,C28H33NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(succinic acid)]
1,Glass transition temp.,C,5,17.5,P392072,C34H45NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(sebacic acid)]
3,Tensile modulus,GPa,1,0.0026,P392072,C34H45NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(sebacic acid)]
1,Glass transition temp.,C,1,91.0,P392077,C19H18N2O4,"poly{[butane-1,4-diyl bis(4-diaminobenzoate)]-alt-triethoxymethane}"
2,Melting temp.,C,1,228.0,P392077,C19H18N2O4,"poly{[butane-1,4-diyl bis(4-diaminobenzoate)]-alt-triethoxymethane}"
1,Glass transition temp.,C,1,180.0,P392078,C31H28O4Si,"poly({bis[4-(chlorocarbonyl)phenyl]dimethylsilane}-alt-[4,4'-(1-methylethane-1,1-diyl)diphenol])"
1,Glass transition temp.,C,1,235.0,P392079,C28H22O6SSi,"poly({bis[4-(chlorocarbonyl)phenyl]dimethylsilane}-alt-(4,4'-sulfonyldiphenol))"
1,Glass transition temp.,C,2,214.0,P392080,C36H26O6Si,poly({bis[4-(chlorocarbonyl)phenyl]dimethylsilane}-alt-phenolphthalein)
1,Glass transition temp.,C,1,295.0,P392081,C41H32O4Si,"poly({4,4'-(diphenylsilanediyl)dibenzoyl dichloride}-alt-[4,4'-(1-methylethane-1,1-diyl)diphenol])"
1,Glass transition temp.,C,1,250.0,P392082,C38H26O6SSi,"poly({4,4'-(diphenylsilanediyl)dibenzoyl dichloride}-alt-(4,4'-sulfonyldiphenol))"
1,Glass transition temp.,C,1,250.0,P392083,C46H30O6Si,"poly({4,4'-(diphenylsilanediyl)dibenzoyl dichloride}-alt-phenolphthalein)"
1,Glass transition temp.,C,1,220.0,P392084,C22H19NO3Si,"poly{[4,4'-(dimethylsilanediyl)dibenzoyl dichloride]-alt-(4-aminophenol)}"
1,Glass transition temp.,C,1,220.0,P392085,C22H19NO3Si,"poly{[4,4'-(dimethylsilanediyl)dibenzoyl dichloride]-alt-(3-aminophenol)}"
1,Glass transition temp.,C,1,235.0,P392086,C32H23NO3Si,"poly({4,4'-(diphenylsilanediyl)dibenzoyl dichloride}-alt-(4-aminophenol))"
1,Glass transition temp.,C,1,220.0,P392087,C32H23NO3Si,"poly({4,4'-(diphenylsilanediyl)dibenzoyl dichloride}-alt-(3-aminophenol))"
1,Glass transition temp.,C,2,157.5,P392090,C28H16O8,"poly({4,4'-[isophthaloyldioxy]bis(benzoyl dichloride)}-alt-resorcinol)"
2,Melting temp.,C,2,280.5,P392090,C28H16O8,"poly({4,4'-[isophthaloyldioxy]bis(benzoyl dichloride)}-alt-resorcinol)"
1,Melting temp.,C,2,201.0,P392091,C27H15NO8,"poly({4,4'-[pyridine-2,6-diylbis(carbonyloxy)]bis(benzoyl dichloride)}-alt-resorcinol)"
1,Glass transition temp.,C,1,110.0,P392092,C27H15NO8,"poly({4,4'-[pyridine-2,5-diylbis(carbonyloxy)]bis(benzoyl dichloride)}-alt-resorcinol)"
2,Melting temp.,C,2,245.0,P392092,C27H15NO8,"poly({4,4'-[pyridine-2,5-diylbis(carbonyloxy)]bis(benzoyl dichloride)}-alt-resorcinol)"
1,Glass transition temp.,C,1,255.0,P392093,C42H31NO5Si,poly(phenolphthaleinanilide-alt-{bis[4-(chlorocarbonyl)phenyl]dimethylsilane})
1,Melting temp.,C,1,377.0,P392095,C35H26O5,"poly{[4,4'-bis(trimethylsiloxy)biphenyl]-alt-[2-(4-cumylphenoxy)terephthaloyl dichloride]}"
1,Glass transition temp.,C,2,91.0,P392096,C33H30O6,"poly{[1,4-bis(trimethylsilyl)-2-methylbenzene]-alt-[2,5-bis(3-phenylpropoxy)terephthaloyl dichloride]}"
2,Melting temp.,C,2,247.0,P392096,C33H30O6,"poly{[1,4-bis(trimethylsilyl)-2-methylbenzene]-alt-[2,5-bis(3-phenylpropoxy)terephthaloyl dichloride]}"
1,Glass transition temp.,C,1,72.0,P392097,C38H32O6,"bis{[4,4'-bis(trimethylsiloxy)biphenyl]-alt-[2,5-bis(3-phenylpropoxy)terephthaloyl dichloride]}"
2,Melting temp.,C,1,257.0,P392097,C38H32O6,"bis{[4,4'-bis(trimethylsiloxy)biphenyl]-alt-[2,5-bis(3-phenylpropoxy)terephthaloyl dichloride]}"
1,Glass transition temp.,C,2,112.0,P392098,C39H58O6,"poly{[1,4-bis(trimethylsilyl)-2-methylbenzene]-alt-[2,5-bis(dodecyloxy)terephthaloyl chloride]}"
2,Melting temp.,C,2,176.0,P392098,C39H58O6,"poly{[1,4-bis(trimethylsilyl)-2-methylbenzene]-alt-[2,5-bis(dodecyloxy)terephthaloyl chloride]}"
1,Glass transition temp.,C,1,96.0,P392099,C44H60O6,"poly([2,5-bis(dodecyloxy)terephthaloyl dichloride]-alt-{1,4-bis(trimethylsiloxy)-2-phenylbenzene})"
2,Melting temp.,C,1,123.0,P392099,C44H60O6,"poly([2,5-bis(dodecyloxy)terephthaloyl dichloride]-alt-{1,4-bis(trimethylsiloxy)-2-phenylbenzene})"
1,Glass transition temp.,C,1,87.0,P392100,C25H18O8,"poly{(propane-1,2-diol)-alt-[4,4'-(terephthaloyldioxy)dibenzoyl chloride]}"
2,Melting temp.,C,1,262.0,P392100,C25H18O8,"poly{(propane-1,2-diol)-alt-[4,4'-(terephthaloyldioxy)dibenzoyl chloride]}"
1,Glass transition temp.,C,2,184.5,P392102,C39H24O5,"poly[(6',4'''-diacetoxy-1,1':3',1'':3''1'''-quaterbenzene)-alt-(4,4'-carbonyldibenzoic acid)]"
1,Glass transition temp.,C,1,124.0,P392103,C32H22F6O4,"poly{[4,4'-(propane-2,2-diyl)diphenol]-alt-[4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoic acid]}"
1,Glass transition temp.,C,1,135.0,P392104,C32H16F12O4,"poly{[4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)diphenol]-alt-[4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoic acid]}"
2,Melting temp.,C,1,181.0,P392104,C32H16F12O4,"poly{[4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)diphenol]-alt-[4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoic acid]}"
1,Glass transition temp.,C,3,78.0,P392105,C24H25NO7,"poly({4,4'-[2-aza-3-(ethoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(succinic acid))"
3,Tensile modulus,GPa,1,1.7,P392105,C24H25NO7,"poly({4,4'-[2-aza-3-(ethoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(succinic acid))"
1,Glass transition temp.,C,4,67.0,P392106,C26H29NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(succinic acid))"
3,Tensile modulus,GPa,1,1.5499999999999998,P392106,C26H29NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(succinic acid))"
1,Glass transition temp.,C,4,45.5,P392107,C30H37NO7,"poly[(4,4'-{2-aza-3-[(octyloxy)carbonyl]-4-oxohexane-1,6-diyl}diphenol)-alt-(succinic acid)]"
3,Tensile modulus,GPa,1,1.4,P392107,C30H37NO7,"poly[(4,4'-{2-aza-3-[(octyloxy)carbonyl]-4-oxohexane-1,6-diyl}diphenol)-alt-(succinic acid)]"
1,Glass transition temp.,C,4,44.0,P392108,C28H33NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(adipic acid))"
3,Tensile modulus,GPa,1,1.5,P392108,C28H33NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(adipic acid))"
1,Glass transition temp.,C,3,50.0,P392109,C28H33NO7,"poly({4,4'-[2-aza-3-(ethoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(suberic acid))"
3,Tensile modulus,GPa,1,1.4,P392109,C28H33NO7,"poly({4,4'-[2-aza-3-(ethoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(suberic acid))"
1,Glass transition temp.,C,3,37.0,P392110,C30H37NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(suberic acid))"
3,Tensile modulus,GPa,1,1.25,P392110,C30H37NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(suberic acid))"
1,Glass transition temp.,C,5,26.0,P392111,C32H41NO7,poly[(desaminotyrosyl-L-tyrosine hexyl ester)-alt-(suberic acid)]
1,Glass transition temp.,C,3,21.5,P392112,C34H45NO7,"poly[(4,4'-{2-aza-3-[(octyloxy)carbonyl]-4-oxohexane-1,6-diyl}diphenol)-alt-(suberic acid)]"
1,Glass transition temp.,C,3,44.0,P392113,C30H37NO7,"poly({4,4'-[2-aza-3-(ethoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(sebacic acid))"
3,Tensile modulus,GPa,1,1.45,P392113,C30H37NO7,"poly({4,4'-[2-aza-3-(ethoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(sebacic acid))"
1,Glass transition temp.,C,3,30.0,P392114,C32H41NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(sebacic acid))"
3,Tensile modulus,GPa,1,0.28,P392114,C32H41NO7,"poly({4,4'-[2-aza-3-(butoxycarbonyl)-4-oxohexane-1,6-diyl]diphenol}-alt-(sebacic acid))"
1,Glass transition temp.,C,4,14.5,P392115,C36H49NO7,"poly[(4,4'-{2-aza-3-[(octyloxy)carbonyl]-4-oxohexane-1,6-diyl}diphenol)-alt-(sebacic acid)]"
1,Glass transition temp.,C,1,145.0,P392116,C37H23NO4,"poly({2,6-bis[2-(2-hydroxy-1-naphthyl)vinyl]pyridine}-alt-(terephthaloyl dichloride))"
2,Melting temp.,C,1,230.0,P392116,C37H23NO4,"poly({2,6-bis[2-(2-hydroxy-1-naphthyl)vinyl]pyridine}-alt-(terephthaloyl dichloride))"
1,Glass transition temp.,C,1,175.0,P392117,C29H17NO4,poly({2-[2-(2-hydroxy-1-naphthyl)vinyl]-8-hydroxyquinoline hydrochloride}-alt-(terephthaloyl dichloride))
2,Melting temp.,C,1,280.0,P392117,C29H17NO4,poly({2-[2-(2-hydroxy-1-naphthyl)vinyl]-8-hydroxyquinoline hydrochloride}-alt-(terephthaloyl dichloride))
1,Glass transition temp.,C,1,112.0,P392118,C25H15NO4,poly{[2-(4-hydroxystyryl)-8-hydroxyquinoline]-alt-(terephthaloyl dichloride)}
